transaction_id,merchant_id,customer_id,amount,payment_method,delivery_distance_km,customer_tenure_days,order_item_category,payment_failure_history,is_foreign_ip,hours_since_last_order,transaction_velocity_5min,device_age_days,attempted_payment_method_changes,is_fraud
TXN_04876,178,336,3097.92,UPI,23.76,454,Grocery,1,False,35.83,1,28,0,0
TXN_04877,163,831,19676.76,UPI,79.41,314,Apparel,4,False,83.03,0,842,1,0
TXN_04878,85,1593,7919.95,Card,61.44,56,Apparel,1,False,20.55,1,65,0,0
TXN_04879,127,285,13661.44,Card,5.64,1171,Digital_Goods,2,False,17.94,2,468,0,0
TXN_04880,153,129,1800.63,NetBanking,80.09,105,Apparel,0,False,5.93,3,958,0,0
TXN_04881,156,1916,6356.04,UPI,30.89,199,Apparel,0,False,47.91,2,538,0,0
TXN_04882,111,315,907.15,Card,1.66,167,Furniture,1,False,8.19,1,209,0,0
TXN_04883,15,960,38313.62,Wallet,12.67,66,Apparel,1,True,50.56,2,1066,0,0
TXN_04884,132,1622,438.43,UPI,76.9,9,Digital_Goods,0,False,3.31,1,556,0,0
TXN_04885,93,1736,3210.87,UPI,66.08,1062,Apparel,1,False,7.58,0,750,0,0
TXN_04886,123,71,1606.72,NetBanking,10.43,538,Grocery,1,False,153.38,0,673,0,0
TXN_04887,73,345,11043.98,UPI,1.94,8,Grocery,1,False,64.1,3,576,0,0
TXN_04888,155,1122,49450.88,Card,17.49,465,Apparel,2,False,5.75,2,776,0,1
TXN_04889,154,1324,10784.86,UPI,79.22,55,Grocery,0,False,23.65,2,1258,0,0
TXN_04890,147,176,100000.0,UPI,139.35,514,Digital_Goods,0,False,7.06,2,940,1,0
TXN_04891,92,1769,940.56,Card,42.54,281,Electronics,0,False,31.64,2,607,0,0
TXN_04892,17,884,1031.3,UPI,4.78,1524,Apparel,1,False,132.7,2,897,1,0
TXN_04893,43,1099,1682.88,UPI,34.87,226,Electronics,0,False,19.21,1,942,0,0
TXN_04894,121,143,5684.47,UPI,335.91,552,Electronics,1,False,69.84,1,649,0,0
TXN_04895,41,931,1433.24,NetBanking,139.57,16,Grocery,0,False,6.08,1,1352,0,0
TXN_04896,170,1047,1994.21,Card,249.62,1096,Furniture,1,False,20.18,0,689,0,0
TXN_04897,178,181,10348.33,UPI,60.1,330,Apparel,0,False,16.43,0,913,0,0
TXN_04898,168,1069,1110.98,Card,27.76,150,Apparel,1,False,9.94,4,844,0,0
TXN_04899,39,1493,1261.64,NetBanking,111.81,54,Apparel,1,False,16.13,0,162,0,0
TXN_04900,113,92,3046.51,UPI,112.78,409,Furniture,1,False,74.69,1,1257,1,0
TXN_04901,151,1293,3410.68,UPI,7.8,548,Electronics,0,False,38.9,0,61,0,0
TXN_04902,111,34,16514.91,Card,74.67,35,Furniture,1,False,66.77,2,114,0,0
TXN_04903,180,678,1667.75,Card,125.86,71,Apparel,1,False,28.74,3,229,1,0
TXN_04904,47,1606,2070.75,UPI,114.39,194,Furniture,0,False,19.92,1,165,1,1
TXN_04905,63,1388,9877.4,Card,61.35,763,Electronics,0,False,79.32,3,1314,1,0
TXN_04906,110,1732,12857.38,UPI,38.54,1628,Furniture,2,False,56.4,0,475,1,0
TXN_04907,69,1157,27295.29,Card,74.97,546,Digital_Goods,3,False,32.25,1,224,0,0
TXN_04908,43,759,8629.52,UPI,36.3,2,Grocery,0,False,81.63,2,780,1,0
TXN_04909,176,382,5747.02,UPI,19.37,935,Electronics,0,False,4.86,2,616,0,0
TXN_04910,34,1704,9799.1,Card,14.98,10,Furniture,1,False,8.26,1,340,0,0
TXN_04911,40,966,3565.66,UPI,38.9,909,Digital_Goods,0,False,58.96,2,765,0,0
TXN_04912,61,1301,3534.33,UPI,30.44,211,Digital_Goods,0,False,29.29,1,643,0,0
TXN_04913,178,1180,584.68,Wallet,37.17,541,Grocery,0,False,115.61,0,1435,0,0
TXN_04914,195,387,14358.53,Card,15.1,36,Apparel,1,True,60.42,2,265,0,1
TXN_04915,62,535,6334.4,UPI,44.65,72,Grocery,0,False,0.13,1,1263,0,0
TXN_04916,58,200,12487.05,Card,54.25,239,Furniture,0,False,79.13,4,1131,0,0
TXN_04917,161,275,167.51,Card,82.21,15,Grocery,2,False,38.19,3,237,0,0
TXN_04918,75,501,4644.68,UPI,44.58,197,Electronics,0,False,50.55,1,321,0,0
TXN_04919,16,459,1759.78,UPI,70.54,557,Grocery,0,False,152.17,2,1089,0,0
TXN_04920,82,50,29781.27,Card,9.28,425,Electronics,0,False,140.0,2,1138,1,0
TXN_04921,94,970,10270.8,UPI,6.45,173,Grocery,3,False,23.27,2,1002,1,0
TXN_04922,48,1722,6509.92,UPI,9.9,3,Electronics,1,False,19.74,2,1284,1,0
TXN_04923,138,988,2926.85,UPI,93.63,125,Electronics,1,False,15.64,1,70,0,0
TXN_04924,82,532,7916.07,UPI,40.61,598,Grocery,0,False,38.08,0,1470,0,0
TXN_04925,38,1004,1613.53,Card,30.38,166,Apparel,0,True,35.09,2,500,0,0
TXN_04926,127,628,4360.45,UPI,71.81,189,Apparel,0,False,69.32,0,50,0,1
TXN_04927,19,1116,2455.2,UPI,6.62,30,Digital_Goods,2,False,41.53,0,1130,0,0
TXN_04928,164,1885,74591.93,UPI,0.31,368,Digital_Goods,2,False,65.89,2,755,0,0
TXN_04929,187,1480,28679.48,Card,18.62,389,Apparel,0,False,7.03,3,641,0,0
TXN_04930,63,339,17600.05,UPI,14.31,225,Furniture,1,False,32.93,3,310,0,0
TXN_04931,77,1077,821.91,UPI,18.36,571,Furniture,0,False,24.72,3,921,0,0
TXN_04932,174,1520,13863.14,Card,181.66,837,Furniture,1,False,15.54,1,1216,0,0
TXN_04933,131,1659,6156.11,UPI,41.94,555,Furniture,1,False,74.63,1,542,0,0
TXN_04934,102,1877,21336.02,UPI,44.47,314,Grocery,1,False,93.43,0,1486,0,0
TXN_04935,65,1874,7236.36,Card,53.31,1097,Digital_Goods,2,False,25.01,3,1298,0,0
TXN_04936,120,1801,4875.31,UPI,25.35,192,Electronics,0,True,53.43,2,7,0,0
TXN_04937,91,4,6506.4,Wallet,193.1,425,Furniture,1,False,9.87,3,949,0,0
TXN_04938,8,1705,562.98,Card,181.08,342,Electronics,2,False,40.1,1,65,0,0
TXN_04939,179,281,1956.9,UPI,73.32,736,Digital_Goods,1,False,23.54,3,1021,0,0
TXN_04940,73,1314,7692.51,Card,11.89,276,Apparel,0,False,43.87,1,84,0,1
TXN_04941,134,73,19288.53,Card,106.1,322,Electronics,1,False,0.91,0,279,0,0
TXN_04942,107,1161,2538.7,Card,5.32,241,Electronics,0,True,24.05,1,526,0,0
TXN_04943,89,1874,4679.9,Wallet,49.7,60,Digital_Goods,2,False,35.62,2,1279,0,0
TXN_04944,39,768,719.68,UPI,30.55,870,Apparel,0,False,174.28,3,422,1,0
TXN_04945,113,971,28315.74,Card,2.0,791,Grocery,1,False,190.05,3,1275,0,0
TXN_04946,188,1677,18703.95,Card,117.12,484,Electronics,0,False,33.72,1,954,0,0
TXN_04947,28,998,10748.52,UPI,162.33,170,Grocery,1,False,9.47,4,1001,1,0
TXN_04948,97,1417,8007.77,NetBanking,118.97,175,Digital_Goods,3,False,17.36,2,519,0,0
TXN_04949,182,208,31667.9,UPI,10.69,14,Electronics,1,False,21.1,0,1306,0,0
TXN_04950,37,260,1870.55,UPI,20.25,32,Furniture,0,False,12.25,2,986,0,0
TXN_04951,137,930,1642.88,UPI,155.88,288,Apparel,0,False,65.85,2,801,0,0
TXN_04952,82,263,17567.81,UPI,5.63,20,Furniture,1,False,2.73,1,1081,1,0
TXN_04953,56,783,16206.64,UPI,43.77,41,Furniture,0,False,28.9,0,960,0,0
TXN_04954,187,505,1173.57,UPI,33.23,115,Grocery,0,False,129.95,2,7,0,0
TXN_04955,85,1574,2597.66,UPI,8.24,187,Digital_Goods,2,False,70.98,1,711,0,0
TXN_04956,2,203,37306.09,UPI,108.83,268,Grocery,2,False,12.7,1,93,0,0
TXN_04957,189,1760,8054.62,UPI,7.2,156,Furniture,2,False,2.92,4,828,0,0
TXN_04958,58,1371,12639.65,UPI,44.91,1129,Digital_Goods,0,False,71.51,3,32,0,0
TXN_04959,107,52,1223.1,Card,19.15,1205,Furniture,0,False,6.28,2,1112,1,0
TXN_04960,123,1617,10807.26,UPI,27.06,23,Digital_Goods,2,False,0.17,0,208,0,0
TXN_04961,188,1380,894.76,UPI,11.87,1691,Furniture,0,False,2.03,0,361,0,0
TXN_04962,168,1747,456.79,Card,49.0,75,Electronics,1,True,46.2,2,1070,1,1
TXN_04963,164,1543,11756.82,UPI,224.05,161,Furniture,1,False,6.63,2,1293,0,0
TXN_04964,114,363,27483.31,UPI,89.65,725,Apparel,0,False,11.01,0,394,1,0
TXN_04965,107,45,3624.45,UPI,57.48,465,Electronics,1,False,1.98,2,189,1,0
TXN_04966,37,827,2550.74,Card,70.61,24,Digital_Goods,2,False,37.43,1,1255,0,0
TXN_04967,79,1402,38292.85,Wallet,91.41,595,Grocery,0,False,4.27,3,31,0,0
TXN_04968,92,789,3890.37,UPI,31.98,435,Grocery,4,False,12.73,5,137,0,1
TXN_04969,18,1436,4541.79,UPI,41.86,1202,Apparel,0,False,31.33,0,1105,0,0
TXN_04970,98,771,37524.48,Card,112.92,963,Digital_Goods,1,False,0.93,3,994,1,0
TXN_04971,63,142,3215.37,UPI,59.53,1479,Furniture,0,False,34.68,1,750,0,0
TXN_04972,150,1282,2242.1,UPI,7.31,242,Apparel,0,False,8.61,2,44,0,0
TXN_04973,139,797,13077.0,NetBanking,75.6,490,Grocery,1,False,44.64,2,264,1,0
TXN_04974,186,1938,2091.78,UPI,1.15,1307,Electronics,1,False,14.31,0,979,0,0
TXN_04975,185,37,4131.84,NetBanking,94.04,0,Furniture,0,False,81.26,1,24,0,0
TXN_04976,4,1965,1009.3,UPI,77.63,622,Grocery,1,False,55.24,0,1200,0,0
TXN_04977,135,45,6139.36,UPI,88.82,22,Grocery,1,False,39.54,0,890,0,0
TXN_04978,61,920,5333.25,UPI,1.19,2000,Furniture,1,False,48.73,0,1298,0,0
TXN_04979,107,1656,15703.27,Card,179.59,5,Grocery,3,False,330.85,2,1115,0,0
TXN_04980,54,1070,13748.81,UPI,47.61,323,Grocery,0,False,24.59,0,783,0,0
TXN_04981,88,1676,9526.39,UPI,80.48,294,Apparel,0,True,20.4,3,400,0,0
TXN_04982,68,565,7888.07,Card,41.8,145,Grocery,5,False,39.5,3,1008,0,0
TXN_04983,129,301,4501.18,UPI,20.76,527,Furniture,0,False,3.67,2,1121,0,0
TXN_04984,55,288,10213.52,UPI,17.56,118,Apparel,2,False,3.56,6,1061,0,0
TXN_04985,3,786,1293.62,UPI,3.62,137,Electronics,1,False,45.23,2,148,0,0
TXN_04986,166,269,293.31,NetBanking,39.1,79,Furniture,1,False,62.48,1,918,0,0
TXN_04987,121,1924,19817.11,Wallet,7.75,500,Digital_Goods,2,False,66.06,1,145,0,0
TXN_04988,129,791,11036.82,UPI,41.91,74,Digital_Goods,3,False,53.85,0,1081,0,0
TXN_04989,102,1086,4220.11,Card,49.03,911,Furniture,2,False,66.34,0,601,0,0
TXN_04990,38,1590,17844.85,Card,29.18,135,Furniture,2,True,21.42,3,1187,0,0
TXN_04991,85,1994,2043.06,UPI,8.5,292,Digital_Goods,0,False,70.83,4,1049,1,0
TXN_04992,157,1975,2107.82,NetBanking,28.34,257,Furniture,0,False,12.04,1,362,0,0
TXN_04993,133,581,1784.75,UPI,105.46,484,Apparel,2,False,18.29,3,673,0,0
TXN_04994,92,1266,9712.28,Card,30.63,106,Furniture,1,False,1.75,2,953,1,0
TXN_04995,21,936,735.43,UPI,20.98,729,Grocery,1,False,104.05,2,740,0,0
TXN_04996,199,1806,1957.94,NetBanking,49.68,535,Electronics,1,False,56.14,1,556,0,0
TXN_04997,195,1788,6958.07,NetBanking,48.23,167,Furniture,0,False,124.17,3,742,0,0
TXN_04998,109,354,1158.66,Card,4.75,51,Digital_Goods,4,False,18.77,4,1472,1,0
TXN_04999,47,1820,2225.26,UPI,13.49,281,Digital_Goods,0,False,101.0,1,513,1,0
TXN_05000,84,968,345.89,NetBanking,34.1,1575,Electronics,0,True,39.23,2,687,1,0
TXN_05001,83,2000,10167.67,Card,22.81,9,Grocery,0,False,77.25,0,1472,1,0
TXN_05002,35,1887,2152.96,Card,19.28,745,Digital_Goods,2,False,35.32,0,249,0,0
TXN_05003,196,71,1314.04,NetBanking,29.5,481,Grocery,1,False,1.0,0,752,0,0
TXN_05004,69,835,1038.96,UPI,17.15,80,Apparel,1,False,32.85,1,1048,0,0
TXN_05005,129,413,2975.43,UPI,21.35,258,Apparel,0,False,68.78,2,166,0,1
TXN_05006,196,612,737.9,UPI,74.28,395,Grocery,0,True,167.79,1,1443,0,1
TXN_05007,140,1085,50556.95,Card,35.69,477,Electronics,2,False,45.73,2,737,0,1
TXN_05008,188,615,280.99,UPI,103.12,1017,Electronics,2,False,58.86,1,1442,0,0
TXN_05009,27,1476,2861.95,UPI,148.37,825,Grocery,0,False,114.02,2,593,1,0
TXN_05010,56,1417,5587.51,NetBanking,127.6,159,Apparel,0,False,70.77,0,27,0,0
TXN_05011,23,1655,1938.26,UPI,14.63,51,Apparel,0,False,86.55,1,1133,0,1
TXN_05012,153,529,6339.52,NetBanking,32.02,44,Digital_Goods,0,False,61.37,1,859,0,0
TXN_05013,21,1329,1882.73,UPI,38.29,1386,Grocery,2,False,37.34,0,1008,1,0
TXN_05014,61,191,30825.99,Card,95.59,1247,Electronics,0,True,58.98,1,220,0,0
TXN_05015,63,1748,1283.5,Card,40.94,684,Digital_Goods,2,False,7.16,1,1442,0,0
TXN_05016,122,78,292.52,UPI,14.57,1574,Electronics,1,False,5.65,3,979,0,0
TXN_05017,52,1582,1034.63,Card,39.65,128,Electronics,1,False,23.75,0,1364,1,0
TXN_05018,88,1629,7814.95,UPI,2.26,698,Digital_Goods,1,False,6.69,0,810,0,0
TXN_05019,153,889,4266.25,UPI,89.83,279,Grocery,0,False,25.29,1,418,0,0
TXN_05020,55,1549,12119.36,UPI,41.74,642,Electronics,1,False,112.95,2,803,0,0
TXN_05021,46,1764,8974.06,Card,52.74,377,Digital_Goods,2,True,73.68,0,180,0,0
TXN_05022,32,1325,2290.36,UPI,11.22,748,Apparel,1,False,15.56,4,95,0,0
TXN_05023,55,949,2732.85,UPI,40.84,202,Apparel,0,False,127.07,2,831,0,0
TXN_05024,96,17,3095.19,UPI,37.82,1809,Furniture,1,False,3.47,0,639,1,0
TXN_05025,133,815,47155.94,Card,48.33,98,Apparel,2,False,34.66,1,1219,1,0
TXN_05026,36,1598,11259.72,Wallet,94.0,446,Furniture,1,False,8.51,1,31,1,0
TXN_05027,110,434,47573.17,UPI,72.31,648,Apparel,0,True,19.54,0,1314,2,1
TXN_05028,177,1067,13479.63,UPI,39.58,352,Grocery,0,False,22.94,3,1095,0,0
TXN_05029,106,1092,4553.72,UPI,111.94,137,Digital_Goods,0,False,26.71,0,420,0,0
TXN_05030,58,1404,1446.3,NetBanking,22.19,329,Digital_Goods,1,False,55.79,3,1468,0,0
TXN_05031,39,212,6259.3,UPI,33.92,281,Apparel,1,False,52.01,1,879,1,0
TXN_05032,80,203,4568.58,UPI,52.41,84,Digital_Goods,1,False,36.61,3,788,0,0
TXN_05033,97,726,4392.37,NetBanking,29.06,576,Grocery,0,False,15.02,0,224,1,0
TXN_05034,113,109,3824.11,UPI,22.43,124,Electronics,0,False,21.2,1,1200,0,0
TXN_05035,61,968,418.65,UPI,5.96,713,Digital_Goods,2,False,10.18,1,118,1,0
TXN_05036,137,284,22314.85,Wallet,50.52,96,Electronics,0,False,3.2,2,789,1,1
TXN_05037,6,941,4626.04,UPI,10.7,279,Electronics,2,False,20.94,0,666,0,0
TXN_05038,109,1961,900.45,UPI,7.44,475,Digital_Goods,0,False,40.31,2,1298,1,0
TXN_05039,35,1630,8761.44,UPI,10.05,2000,Electronics,0,False,35.73,0,11,1,0
TXN_05040,39,1249,1759.87,Wallet,58.31,126,Apparel,0,True,50.12,1,1147,0,0
TXN_05041,150,737,9648.61,UPI,7.45,403,Apparel,1,False,15.35,0,540,1,0
TXN_05042,169,1775,14157.33,UPI,186.98,66,Apparel,0,False,29.93,2,1436,1,0
TXN_05043,118,1142,16706.68,NetBanking,71.05,685,Electronics,0,False,161.76,0,1456,1,0
TXN_05044,5,932,4051.73,Wallet,24.94,790,Grocery,0,False,20.76,0,1302,0,0
TXN_05045,170,603,2991.31,Wallet,44.98,875,Grocery,2,False,27.67,1,1206,0,0
TXN_05046,87,1364,2320.07,UPI,0.38,1164,Electronics,2,True,4.22,2,552,0,0
TXN_05047,76,1825,2065.1,Card,93.07,175,Electronics,2,False,7.29,3,658,0,0
TXN_05048,195,1305,4814.19,UPI,15.82,439,Grocery,0,False,49.36,0,223,1,0
TXN_05049,158,491,3822.99,UPI,3.73,151,Grocery,1,False,145.14,1,1383,1,0
TXN_05050,57,19,1825.55,UPI,70.97,651,Electronics,0,False,129.42,0,928,0,0
TXN_05051,127,1199,1245.71,UPI,19.99,214,Electronics,0,False,39.24,4,472,0,0
TXN_05052,29,1493,4313.45,NetBanking,41.91,323,Electronics,0,False,31.85,1,1236,0,0
TXN_05053,165,1642,2918.9,UPI,92.91,57,Electronics,2,False,169.36,3,374,0,1
TXN_05054,87,801,1249.33,Card,74.79,760,Digital_Goods,0,False,38.94,2,78,0,0
TXN_05055,141,760,13315.52,UPI,20.54,263,Electronics,0,False,129.46,4,178,0,0
TXN_05056,160,1859,41213.09,UPI,101.51,409,Apparel,3,False,83.12,3,397,0,0
TXN_05057,46,1166,15601.24,Card,24.62,442,Furniture,3,False,34.99,3,932,0,0
TXN_05058,116,1487,2070.97,Wallet,34.66,128,Apparel,1,False,12.62,3,167,0,1
TXN_05059,112,929,4627.28,NetBanking,47.4,633,Furniture,0,False,34.37,3,889,0,0
TXN_05060,151,298,31210.65,UPI,3.68,715,Grocery,1,False,63.39,0,998,0,0
TXN_05061,45,1494,1201.78,NetBanking,45.46,290,Furniture,2,False,64.28,3,1447,0,0
TXN_05062,145,705,12570.58,UPI,43.07,930,Digital_Goods,1,False,90.17,0,455,0,0
TXN_05063,104,1887,864.63,Card,103.37,70,Grocery,0,False,30.39,1,1028,0,0
TXN_05064,85,815,37080.45,UPI,21.82,214,Digital_Goods,0,True,33.38,2,255,1,1
TXN_05065,194,803,2932.54,UPI,13.87,18,Electronics,2,False,1.56,2,1180,0,0
TXN_05066,134,373,71314.32,NetBanking,32.36,203,Apparel,1,False,26.49,1,530,0,0
TXN_05067,108,1492,39092.13,Card,58.13,2000,Digital_Goods,1,False,80.14,2,650,1,0
TXN_05068,18,928,4325.5,NetBanking,41.26,248,Grocery,1,False,45.56,3,634,0,0
TXN_05069,94,951,2072.92,Wallet,7.44,217,Electronics,2,False,1.7,0,201,0,0
TXN_05070,150,1462,6208.85,UPI,21.38,465,Digital_Goods,1,False,14.58,0,709,0,0
TXN_05071,33,844,3959.25,UPI,3.3,19,Electronics,1,False,53.25,1,594,1,0
TXN_05072,158,947,3035.46,UPI,67.22,174,Electronics,0,False,56.49,3,1241,0,0
TXN_05073,126,1744,672.0,NetBanking,107.26,304,Furniture,1,False,57.6,2,817,0,0
TXN_05074,160,443,2650.59,Card,2.34,264,Furniture,1,False,23.06,1,107,1,0
TXN_05075,170,1480,1296.5,Card,37.27,411,Grocery,1,False,43.29,2,237,1,0
TXN_05076,122,1272,9527.88,UPI,41.73,59,Apparel,0,False,37.29,2,1220,0,0
TXN_05077,138,142,16143.71,UPI,28.89,206,Furniture,0,False,92.58,0,681,0,0
TXN_05078,115,402,11953.99,Wallet,34.93,401,Apparel,2,False,6.89,1,323,0,0
TXN_05079,164,1920,7411.96,UPI,61.96,143,Grocery,2,False,10.31,2,420,0,0
TXN_05080,162,823,1766.07,Card,33.06,379,Digital_Goods,0,False,115.96,1,1379,0,0
TXN_05081,28,222,6288.52,Card,126.07,1271,Electronics,2,False,17.33,1,847,0,0
TXN_05082,11,737,12724.93,Wallet,38.92,1065,Electronics,1,False,72.7,0,670,0,0
TXN_05083,167,1890,2432.12,UPI,3.73,517,Grocery,0,False,115.47,1,194,1,0
TXN_05084,47,1208,5669.09,UPI,153.23,78,Electronics,0,False,30.64,1,242,0,0
TXN_05085,127,1388,4127.58,Wallet,7.94,613,Electronics,2,False,23.71,2,52,1,0
TXN_05086,147,1841,36128.6,UPI,76.73,236,Digital_Goods,1,False,22.9,0,1325,1,0
TXN_05087,118,994,13654.96,Card,37.42,1212,Electronics,0,False,34.26,4,470,0,0
TXN_05088,143,1212,10208.66,Card,67.53,378,Digital_Goods,0,False,19.09,3,1421,0,0
TXN_05089,126,113,626.39,Card,36.02,98,Digital_Goods,1,False,103.17,0,9,0,1
TXN_05090,156,1205,6047.53,UPI,3.04,149,Digital_Goods,1,False,31.46,1,343,0,0
TXN_05091,152,1223,4080.54,Card,23.49,153,Digital_Goods,1,False,1.19,0,1191,0,0
TXN_05092,72,1926,4038.43,Card,48.47,129,Grocery,2,False,18.8,1,163,0,0
TXN_05093,107,1094,752.88,UPI,49.56,591,Electronics,0,False,19.27,1,591,0,0
TXN_05094,137,598,1332.32,NetBanking,180.68,164,Furniture,2,False,68.98,1,410,1,0
TXN_05095,175,904,4529.56,Card,46.61,87,Electronics,1,False,75.37,2,1442,0,0
TXN_05096,33,485,18717.74,UPI,16.87,362,Grocery,0,False,95.47,0,1256,0,0
TXN_05097,190,1423,2419.63,Card,2.22,250,Grocery,1,False,121.81,2,1274,0,0
TXN_05098,19,1946,3041.4,Card,77.66,8,Grocery,0,False,83.78,4,1220,1,0
TXN_05099,195,551,41660.57,UPI,110.04,130,Digital_Goods,1,False,15.85,1,367,0,0
TXN_05100,74,1667,3442.02,Card,47.55,15,Digital_Goods,1,False,22.19,1,1105,0,0
TXN_05101,168,1977,4210.99,NetBanking,32.93,582,Electronics,2,False,39.91,1,368,0,0
TXN_05102,175,1034,4279.99,NetBanking,98.66,1206,Electronics,0,False,3.41,4,6,0,0
TXN_05103,193,3,977.89,UPI,13.75,277,Furniture,1,False,68.97,1,1494,0,0
TXN_05104,157,1502,9761.07,Wallet,25.44,326,Apparel,2,False,31.22,1,1389,1,0
TXN_05105,178,1838,2245.2,UPI,35.43,745,Apparel,0,False,124.62,2,1178,0,0
TXN_05106,98,662,4740.58,Wallet,2.53,7,Digital_Goods,0,False,58.91,1,262,0,0
TXN_05107,141,67,8377.02,UPI,58.33,70,Apparel,0,False,59.89,3,116,1,0
TXN_05108,129,705,50567.74,UPI,10.45,424,Electronics,1,False,9.6,1,830,0,1
TXN_05109,162,1121,1010.98,NetBanking,20.26,541,Grocery,0,False,152.49,3,544,0,0
TXN_05110,93,1555,13876.87,Card,26.76,393,Digital_Goods,3,False,170.67,1,464,0,0
TXN_05111,176,1342,13939.31,NetBanking,50.88,1120,Furniture,0,False,42.81,2,562,0,0
TXN_05112,48,98,2285.05,UPI,3.39,199,Furniture,1,False,10.9,1,181,1,0
TXN_05113,177,1081,10091.05,UPI,20.84,323,Apparel,2,False,4.13,1,1038,1,0
TXN_05114,64,1887,35317.13,UPI,16.04,1253,Digital_Goods,2,False,72.08,0,1355,0,0
TXN_05115,61,1131,1962.62,UPI,0.08,919,Electronics,1,False,47.93,3,504,0,0
TXN_05116,157,88,6566.68,UPI,58.83,12,Furniture,0,False,8.24,3,1308,0,1
TXN_05117,39,972,7988.53,NetBanking,13.46,173,Digital_Goods,0,False,78.58,0,816,0,0
TXN_05118,128,653,9330.23,UPI,9.1,537,Furniture,1,False,9.28,2,320,0,0
TXN_05119,88,656,12371.49,UPI,79.97,0,Furniture,1,False,10.08,3,799,0,0
TXN_05120,26,912,6000.31,UPI,2.0,795,Grocery,0,False,40.32,1,636,0,1
TXN_05121,17,371,9100.85,Card,115.25,278,Electronics,3,False,33.19,1,1193,0,0
TXN_05122,71,375,1646.21,Card,58.06,36,Apparel,0,False,47.13,1,461,0,0
TXN_05123,13,52,5983.76,Wallet,9.42,233,Electronics,4,False,35.68,0,1258,0,1
TXN_05124,69,1748,2774.96,Card,21.55,271,Furniture,3,False,85.52,2,84,1,0
TXN_05125,26,41,1123.5,Card,149.77,182,Furniture,1,False,0.22,2,747,0,0
TXN_05126,49,816,2667.85,NetBanking,48.23,242,Apparel,2,False,23.89,0,379,0,0
TXN_05127,195,91,6790.96,UPI,46.92,888,Digital_Goods,2,False,82.28,1,684,0,0
TXN_05128,7,39,8291.26,Card,52.93,156,Grocery,2,False,38.15,1,1325,0,0
TXN_05129,58,1037,1072.61,Card,31.06,1296,Digital_Goods,3,False,214.71,0,103,0,0
TXN_05130,49,900,1595.25,UPI,9.15,464,Apparel,1,False,187.13,2,98,0,0
TXN_05131,103,1632,11726.28,UPI,8.18,905,Digital_Goods,0,False,153.44,3,1260,1,0
TXN_05132,53,621,9043.28,Card,58.13,93,Grocery,2,False,188.16,2,1190,0,0
TXN_05133,193,104,14250.16,Card,107.68,270,Apparel,1,False,36.96,1,1472,0,0
TXN_05134,62,1890,25371.87,Card,17.85,333,Digital_Goods,1,False,33.62,0,1018,0,0
TXN_05135,17,743,9371.84,UPI,35.0,35,Apparel,1,False,34.77,0,840,0,0
TXN_05136,171,43,2987.62,Card,242.92,272,Grocery,1,False,0.32,3,1169,0,0
TXN_05137,25,209,5641.02,UPI,14.86,789,Digital_Goods,1,False,11.64,1,677,1,0
TXN_05138,131,600,36021.69,Card,24.73,21,Apparel,0,False,9.84,0,698,0,0
TXN_05139,29,605,100000.0,UPI,22.59,411,Apparel,1,False,6.81,1,621,0,1
TXN_05140,117,1710,8567.37,Card,1.66,1795,Furniture,1,False,13.63,1,171,0,0
TXN_05141,160,476,9345.64,Card,35.62,299,Apparel,2,False,214.68,4,1243,0,0
TXN_05142,26,1662,11741.09,NetBanking,11.7,144,Furniture,1,False,0.13,0,335,0,0
TXN_05143,124,109,5057.11,UPI,6.88,351,Electronics,1,False,31.19,1,1164,1,0
TXN_05144,144,1583,19863.21,UPI,61.97,311,Grocery,0,False,86.43,2,970,0,0
TXN_05145,25,214,16475.91,Wallet,72.57,44,Grocery,2,False,22.06,2,849,2,0
TXN_05146,54,1628,7519.48,UPI,109.86,96,Electronics,0,False,17.6,1,994,1,0
TXN_05147,156,1717,3355.57,UPI,136.01,442,Furniture,1,False,29.2,1,1454,0,0
TXN_05148,73,409,792.48,UPI,101.65,359,Apparel,1,False,78.79,1,1196,1,0
TXN_05149,120,1577,11835.94,Card,6.53,168,Electronics,0,False,15.29,0,1052,1,0
TXN_05150,56,771,6345.05,Card,12.66,1536,Electronics,1,False,102.84,1,630,0,0
TXN_05151,65,633,2027.74,Card,6.53,413,Electronics,0,False,14.77,1,1124,0,0
TXN_05152,93,77,1266.61,UPI,21.81,104,Apparel,3,False,23.05,1,1336,0,0
TXN_05153,86,95,10869.54,UPI,6.62,254,Grocery,0,False,24.02,3,1295,0,0
TXN_05154,80,269,719.47,UPI,52.96,497,Digital_Goods,1,False,51.71,2,1091,0,0
TXN_05155,169,361,7041.45,UPI,63.07,445,Digital_Goods,1,False,6.23,2,843,0,0
TXN_05156,108,530,13524.53,Card,8.69,113,Digital_Goods,2,False,15.15,3,794,0,0
TXN_05157,179,1829,9507.83,Card,48.59,417,Furniture,0,False,6.31,0,922,0,0
TXN_05158,118,683,3075.16,UPI,1.16,161,Apparel,1,False,7.19,0,1252,0,0
TXN_05159,199,162,1097.46,UPI,28.49,244,Digital_Goods,1,False,27.96,1,1312,1,0
TXN_05160,157,465,9941.0,Card,16.8,442,Digital_Goods,1,False,46.16,2,912,1,0
TXN_05161,83,823,20756.77,Card,324.94,347,Apparel,1,False,43.36,2,768,0,0
